client_id,age,genre,situation_familiale,nb_enfants,csp,region,anciennete_banque_mois,revenu_mensuel,epargne_totale,credits_en_cours,nb_produits_bancaires,utilise_app_mobile,nb_connexions_mois,montant_moyen_transactions,nb_transactions_mois,ratio_depenses_revenus,nb_appels_conseiller_6mois,nb_visites_agence_6mois,recherche_pret_perso_recent,augmentation_epargne_recente,ouverture_compte_epargne_recent,consultation_assurance_vie,simulation_pret_immobilier,variation_revenus_recente,consultation_placements,consultation_pret_pro
CLI_001079,22,H,divorce,1,etudiant,Autre,65,656.9060498206069,13363.926558121082,0,3,1,22,551.8753804097436,41,0.757591007625671,0,0,0,0,0,0,0,0,0,0
CLI_001080,39,H,celibataire,1,profession_liberale,IDF,11,4921.144360907885,82809.05349595354,2,1,1,13,2329.2696301960086,36,0.5912511479674414,1,2,0,0,0,1,0,0,0,0
CLI_001081,18,F,marie,2,employe,Occitanie,12,2400.189529932999,34355.80724440426,1,2,0,10,324.489979956239,29,0.6087350280877915,0,1,0,0,0,0,0,0,0,0
CLI_001082,24,F,divorce,0,etudiant,HDF,63,1041.6000652615035,7318.297167260158,0,4,1,1,3522.276183429503,1,0.6424977876266914,1,0,0,0,0,0,0,0,0,0
CLI_001083,47,F,marie,0,profession_liberale,PACA,29,5189.240570059832,156131.03805332733,1,3,0,8,1487.4042115784196,-2,0.6138299561724284,0,0,0,0,0,0,0,0,0,0
CLI_001084,45,F,celibataire,0,ouvrier,IDF,179,2433.4373655435593,39384.64850968498,0,3,0,2,375.94086252269767,24,0.6192735623769792,0,0,0,0,0,0,0,0,0,0
CLI_001085,49,F,marie,1,profession_liberale,Autre,92,7141.423567963926,222885.59637769457,0,4,1,5,1134.0312319231462,15,0.7256221763291222,1,0,0,0,0,0,0,0,0,0
CLI_001086,63,H,celibataire,1,ouvrier,Occitanie,31,1893.047759048004,39950.35029962254,2,3,0,5,664.8973847423923,22,0.7740737182586058,1,0,0,0,1,0,0,0,0,0
CLI_001087,50,F,celibataire,1,employe,IDF,174,3645.536052892015,25970.29349860335,1,1,1,1,1158.715925515457,47,0.7409442806470773,1,0,0,0,0,0,0,0,0,0
CLI_001088,49,H,divorce,2,retraite,Occitanie,42,2493.8081945402805,31198.376185523153,0,1,1,9,1744.332943693319,44,0.9663321742517454,4,0,0,0,0,0,0,0,0,1
CLI_001089,51,F,marie,1,profession_liberale,Autre,104,6639.672183068821,198601.48829305713,1,3,0,3,1067.6944588277138,42,0.6757288949437646,0,0,0,0,0,0,0,0,0,0
CLI_001090,40,F,celibataire,3,employe,PACA,90,3778.788474343827,46566.20926881003,1,3,1,7,1485.1425996323508,37,0.7969708102811699,1,0,0,1,0,0,0,0,0,0
CLI_001091,37,F,celibataire,4,cadre,Autre,53,5056.9496565509635,148090.7661391267,0,4,0,1,1656.2523245319005,30,0.9017190657345964,1,0,0,0,0,0,0,0,0,0
CLI_001092,29,H,marie,0,cadre,Occitanie,19,4510.214204151973,78816.73140230065,0,2,1,19,1780.9129899257039,18,0.6948481085548492,0,1,0,0,0,0,0,0,0,0
CLI_001093,60,H,marie,1,employe,Occitanie,12,3416.3170313116375,42226.36275973464,0,3,0,0,1235.1775156644744,31,0.8754309054430406,2,1,0,0,0,0,0,1,0,0
CLI_001094,52,F,marie,2,employe,Occitanie,9,3397.9993008913602,54294.48697224724,0,1,1,20,1315.114108255218,34,0.6120343040325583,3,2,0,0,0,0,0,0,0,0
CLI_001095,49,H,marie,1,etudiant,ARA,223,1123.2324546663674,5940.567270451758,1,1,1,15,1933.6050104700257,21,0.7241135547327141,0,1,0,0,0,0,0,0,0,0
CLI_001096,36,H,marie,2,employe,Autre,72,1757.511655360244,6361.230256894856,3,4,1,31,1705.3105351844833,21,0.7714062027160062,0,1,0,0,0,0,0,1,0,0
CLI_001097,57,F,divorce,2,employe,Autre,189,2129.433101667381,40808.87220478685,0,2,1,55,1285.844869227953,32,1.024581168000683,1,1,0,0,0,0,0,0,0,0
CLI_001098,49,F,marie,0,retraite,Autre,22,2397.0934138815974,53676.95866284077,1,1,1,1,1765.9812741092067,24,0.5932496382246374,0,2,0,0,0,0,0,0,1,0
CLI_001099,59,H,marie,0,ouvrier,IDF,41,2354.2125185375057,20880.462032181236,2,3,1,25,2747.2497382526462,33,0.9459556003014338,2,0,0,0,0,0,0,0,0,0
CLI_001100,30,H,celibataire,0,profession_liberale,Autre,81,3489.900923798219,25061.53618403095,3,2,1,12,1836.999458558831,10,0.6982122706384014,1,0,0,0,0,0,0,0,0,1
CLI_001101,50,H,marie,2,ouvrier,HDF,89,1116.7958460529958,38222.09248934764,0,5,1,16,1400.9066397382096,13,0.7336514901963647,1,0,0,0,0,0,0,1,0,0
CLI_001102,36,H,marie,0,cadre,Autre,67,6081.9869505936695,35793.12214358185,2,2,0,7,1327.7120802865359,34,0.6821638519925167,0,1,0,0,0,0,0,0,0,0
CLI_001103,71,H,marie,0,etudiant,Occitanie,9,842.8853624929501,14272.499442953267,0,2,1,27,1864.6963650102828,26,0.7412931083803996,0,0,0,0,0,0,0,0,0,0
CLI_001104,46,H,marie,4,employe,Autre,17,3309.1003596543196,16184.673590619377,3,5,0,15,759.5200201446195,22,0.571526797397956,1,0,0,0,0,0,0,0,0,0
CLI_001105,52,F,celibataire,1,ouvrier,PACA,79,1036.4191276796848,26105.5382905055,1,3,1,5,1877.1075968317525,36,0.9230140208136979,2,0,0,0,0,0,0,0,0,0
CLI_001106,59,H,celibataire,0,employe,IDF,33,3366.3684558086784,6815.346313545778,0,3,1,22,2091.8699052082516,41,0.9349672933779113,1,1,0,0,0,0,0,0,0,0
CLI_001107,54,F,celibataire,3,employe,PACA,75,2657.655931637043,523.6213267050845,1,4,0,6,2580.9009896369803,43,0.847177448665578,5,1,0,0,0,0,0,0,0,0
CLI_001108,48,F,marie,0,ouvrier,HDF,32,2550.5538100434114,8452.651252301563,1,3,1,11,482.3979493404655,0,0.7635640654590469,1,2,0,1,0,0,1,0,0,0
CLI_001109,51,F,celibataire,4,cadre,IDF,66,4496.328672368705,26462.835806559062,0,4,1,27,3042.762247785828,43,1.018356028674717,0,0,0,0,0,0,0,0,0,0
CLI_001110,34,F,divorce,0,employe,Autre,121,2734.650507533309,965.6217187435362,2,1,1,4,1606.2642025378384,29,0.9375900399611109,0,0,0,0,0,0,0,0,0,0
CLI_001111,59,H,celibataire,2,cadre,ARA,18,5234.065288906719,39812.67664478912,1,4,1,5,1702.0796961376645,10,0.7732253471354462,2,0,0,0,0,0,0,0,0,0
CLI_001112,59,H,celibataire,4,retraite,Autre,13,1697.45150875881,77266.54809006662,1,3,1,11,2067.951377085135,22,0.760027735255579,1,0,0,0,0,0,0,0,0,0
CLI_001113,34,F,marie,0,employe,Autre,17,2159.980856013441,20137.15918652698,3,3,0,0,1373.9783899470035,6,0.5765299016321318,0,0,1,0,0,1,0,0,0,0
CLI_001114,30,F,divorce,0,employe,Autre,13,579.3456470484089,6911.69917481241,1,4,0,1,1416.6888882190096,33,0.7079371135330367,2,1,0,1,0,0,0,0,0,0
CLI_001115,32,F,celibataire,0,employe,Occitanie,122,2059.4136871170817,68001.0541814463,0,3,1,13,1433.297801480871,22,1.1831142146119473,0,1,0,0,0,0,0,0,0,0
CLI_001116,59,H,divorce,2,ouvrier,Autre,74,1793.6729177758532,18987.45166455893,3,2,1,1,1114.8819931052906,-2,0.8580189678146375,3,0,0,0,0,0,0,0,0,0
CLI_001117,47,F,divorce,2,ouvrier,Occitanie,93,1941.5396250962983,15574.593375314758,0,3,1,8,1714.5453476589207,0,0.8440396575808432,0,1,0,0,0,0,0,1,0,0
CLI_001118,21,F,celibataire,1,profession_liberale,IDF,15,10038.424789502153,22695.779838976036,0,3,0,7,1586.704418312546,11,0.7985809516832576,1,2,0,0,0,0,0,0,0,0
CLI_001119,65,F,veuf,2,employe,Autre,9,3008.3311041515685,3165.935856277588,2,4,1,11,1234.8098222513177,42,1.0962694888705793,2,2,0,1,0,0,1,0,0,0
CLI_001120,36,F,marie,2,cadre,PACA,210,4657.91195222753,42725.31570711674,2,1,1,5,838.2746475045782,34,0.607677984474548,1,0,0,0,0,0,0,0,0,0
CLI_001121,20,H,celibataire,2,ouvrier,ARA,34,1176.3651588605194,46.2615323707016,1,5,1,19,1493.9019852875329,32,0.7229423834869771,0,0,0,0,0,0,0,0,0,0
CLI_001122,69,F,veuf,0,employe,IDF,23,2805.0640427417197,37122.8839749388,1,4,1,4,2203.0059842372734,5,0.6698624228526836,0,0,0,0,0,0,1,0,0,0
CLI_001123,77,H,celibataire,1,cadre,IDF,37,5587.680461342108,12654.2075557413,3,3,1,2,367.93012775894863,-2,0.7523983855776787,1,1,0,0,0,0,0,0,0,0
CLI_001124,18,F,divorce,3,retraite,Occitanie,221,1949.8366935434299,24102.23321652803,0,3,1,22,79.8721982169937,48,0.5175799345920453,3,0,0,0,0,0,0,0,0,0
CLI_001125,52,F,celibataire,2,retraite,Occitanie,115,1914.3331693864898,41585.64639975425,0,4,1,19,924.9530802098617,9,0.770787820767985,2,0,0,0,0,0,0,0,0,0
CLI_001126,42,H,marie,0,employe,Autre,190,1967.5576902849928,32151.06139453947,1,3,1,51,2468.916980760462,18,0.6626006892288352,0,0,0,0,0,0,0,0,0,0
CLI_001127,41,H,marie,3,profession_liberale,Occitanie,75,7362.230200866389,17384.80621139783,0,3,1,4,3380.7054311370716,30,0.4021796957101745,1,1,0,0,0,0,0,0,0,0
CLI_001128,39,F,marie,0,cadre,HDF,87,5445.710664097148,8624.581388814113,1,1,1,29,1235.8224467322782,11,0.8099197719787011,0,1,0,0,0,1,1,0,0,0
CLI_001129,47,H,celibataire,2,employe,IDF,14,2320.3334977865625,19506.665396669276,1,3,1,20,3210.1989739140754,28,0.7793837768963955,5,0,0,0,0,0,0,0,0,0
CLI_001130,21,H,celibataire,0,retraite,IDF,89,630.791020203524,6182.081676480121,0,1,0,1,1198.1557904588083,23,0.5896315996512346,1,0,0,0,0,0,0,0,0,0
CLI_001131,36,H,marie,0,employe,ARA,113,1616.0987371590907,30395.249964109593,1,4,0,0,2280.834381646756,11,0.817562580057211,1,0,0,0,0,0,0,0,0,0
CLI_001132,31,F,divorce,3,cadre,Autre,69,4001.3046598018245,21408.692005205816,1,2,1,68,2303.1273295275473,-9,0.5613030653335277,2,3,0,0,0,0,0,0,0,0
CLI_001133,19,F,marie,0,employe,IDF,107,2170.258104919237,8337.090901826636,1,3,1,2,2335.035426374863,6,1.0236331525775002,1,1,0,0,0,0,1,0,0,0
CLI_001134,39,H,celibataire,0,cadre,Occitanie,30,4672.6989057630435,44409.84848406982,0,2,1,19,2323.6928264591083,63,0.719480400851868,3,2,0,0,0,0,0,0,0,0
CLI_001135,55,F,celibataire,0,employe,PACA,57,361.3501814707146,12900.689111573878,0,1,1,7,1409.7441939945338,31,0.6615005024452155,2,1,0,0,0,0,0,1,0,0
CLI_001136,43,H,divorce,2,etudiant,Autre,66,1110.8611731532121,8566.724957479511,0,4,0,0,0.0,27,0.5167567081209025,0,0,0,0,0,0,0,1,0,0
CLI_001137,77,F,marie,1,retraite,Autre,18,1411.9959229743731,16571.993430252078,0,2,1,10,0.0,43,0.6275218090267379,0,0,0,0,0,0,0,0,0,0
CLI_001138,38,F,veuf,0,ouvrier,Autre,108,1831.0340034577896,50687.717495628385,0,4,1,13,2073.7004468218543,42,0.9513754295995204,0,0,0,0,1,1,0,0,0,0
CLI_001139,63,H,marie,3,ouvrier,IDF,25,2272.7107777288747,32364.04658377303,1,3,0,4,353.73265275057247,32,0.542732229149101,1,1,0,0,0,0,0,0,0,0
CLI_001140,50,F,divorce,0,ouvrier,PACA,34,2238.1602828371538,54960.29367583566,2,2,1,27,1526.2148718578085,-3,0.8237276903858018,1,1,0,0,0,0,0,0,0,0
CLI_001141,21,H,marie,2,ouvrier,ARA,10,2427.59956795973,4247.571983998202,0,4,0,6,1808.5318410865827,19,0.7575965608280922,1,2,0,0,0,1,0,1,0,0
CLI_001142,42,H,marie,1,employe,Autre,22,2531.5841440545496,25729.050715211702,1,3,1,14,2257.2672946045564,4,0.7643578374487828,2,0,0,0,0,0,0,0,0,0
CLI_001143,25,F,divorce,2,employe,Autre,16,3627.081901075772,97423.26773040442,0,2,0,4,1176.7569671809847,20,0.7035859091297009,0,0,0,0,0,0,0,0,0,0
CLI_001144,34,H,celibataire,1,retraite,IDF,74,2574.6929498439385,1194.8222388773838,1,3,1,12,1493.1695906924074,53,0.691366043386488,0,1,0,0,0,0,0,1,0,0
CLI_001145,50,H,marie,2,retraite,IDF,85,1251.5231652760897,962.3801113493964,0,2,1,72,1562.9645781798401,30,0.6062430729006527,0,0,0,0,0,0,0,0,0,0
CLI_001146,67,H,marie,0,ouvrier,IDF,42,2595.3664827550588,21468.714158746865,0,4,1,5,1592.3847482615056,21,0.7476965165958578,4,0,0,0,0,0,1,0,0,0
CLI_001147,35,F,marie,0,cadre,HDF,27,5823.831527109005,130462.0458117422,3,3,1,31,804.0306121439996,7,0.5936397354429688,1,1,0,0,1,0,0,0,0,0
CLI_001148,43,F,celibataire,4,cadre,PACA,35,4178.933312579619,109930.07789916046,0,3,1,6,2846.744679520938,14,0.7091977356071819,1,0,0,0,0,0,0,0,1,0
CLI_001149,38,H,marie,3,employe,IDF,29,3388.891709433861,16312.089509760533,2,2,1,16,1149.3117134444662,7,0.9704248508720913,3,0,0,0,0,0,0,0,0,0
CLI_001150,43,H,celibataire,0,profession_liberale,HDF,111,4308.264655469916,11145.765717869408,1,2,1,40,987.0085342359289,10,0.7352275506092415,0,1,0,0,0,0,0,0,0,0
CLI_001151,34,F,celibataire,0,ouvrier,HDF,35,1779.1268310560642,29965.346176614672,0,2,1,26,2287.4972558117074,55,0.6904087743326457,4,0,0,0,0,0,0,0,0,0
CLI_001152,32,H,celibataire,0,retraite,PACA,106,763.7709500855807,5611.738803867994,1,1,0,4,763.1098737097758,12,0.7757780302944175,5,1,0,0,0,1,0,0,0,1
CLI_001153,28,H,celibataire,2,cadre,Autre,51,7400.338395797792,112017.04685377143,0,1,1,4,3449.636787266815,22,0.731125492514208,2,1,0,0,0,0,0,0,0,0
CLI_001154,64,H,marie,0,cadre,PACA,33,2674.127626902323,979.1524324586769,0,3,0,1,929.7169532274976,30,0.7009846994500397,0,0,0,0,0,0,0,0,0,0
CLI_001155,29,F,celibataire,2,retraite,Occitanie,14,1985.0920378800836,5240.656654155722,1,2,1,44,0.0,37,0.7603935732210992,0,0,0,0,0,0,0,0,0,0
CLI_001156,46,F,marie,0,etudiant,Autre,12,1420.2115407205545,3894.1630778653644,0,3,0,2,1025.9798954818611,-9,0.4228437631852541,4,0,0,0,0,0,0,0,1,0
CLI_001157,37,F,celibataire,0,employe,HDF,46,2188.8284537957807,256.168631216732,1,2,1,14,731.5457201501885,10,0.6900739183447034,2,0,0,0,0,0,0,1,0,0
CLI_001158,18,F,marie,2,employe,Occitanie,51,644.1566038559121,5019.87884701372,0,4,1,0,2330.129584746583,4,0.7375618568616241,5,0,0,0,0,0,0,0,0,0
CLI_001159,18,F,marie,0,employe,PACA,17,1997.3946819306866,18275.97505194547,1,3,0,6,1107.7237738658087,35,0.8098964570496467,1,0,0,1,0,0,0,0,0,0
CLI_001160,35,F,veuf,3,employe,Autre,16,3105.895590851546,62931.57496870827,0,2,1,2,101.75216432177088,29,0.663048446525129,1,0,0,1,0,0,0,0,0,0
CLI_001161,27,H,celibataire,2,etudiant,PACA,147,204.35988488405354,736.5577242005288,1,3,1,15,1177.7055659135808,13,0.6878987668866969,3,0,0,0,1,0,0,0,0,0
CLI_001162,40,F,celibataire,2,ouvrier,PACA,71,2170.316477800325,7120.178868652755,1,3,1,42,1323.0184551864497,30,0.8636703534989143,1,0,0,0,0,0,0,0,0,0
CLI_001163,43,F,divorce,2,employe,PACA,28,3375.266850985776,26181.05933189783,0,2,1,48,2429.468739345817,23,0.715669102895751,3,0,0,0,0,0,0,1,0,0
CLI_001164,38,H,marie,0,cadre,ARA,164,5213.28921937077,40094.07684944875,1,3,0,1,148.3538951766981,38,0.6917803019472359,1,0,0,0,0,0,0,0,0,0
CLI_001165,42,H,divorce,1,retraite,Autre,85,1791.175676713632,1959.6553410136821,1,5,1,6,349.0791898282149,37,1.0250677832954913,0,1,0,0,0,0,0,0,0,0
CLI_001166,58,F,marie,2,cadre,Autre,21,5670.614431556213,83942.88481882108,1,3,0,5,549.4276291548271,16,0.739312315701608,0,1,0,0,0,0,0,0,0,0
CLI_001167,42,H,celibataire,1,cadre,Autre,41,5102.366859459518,89030.01591207575,1,2,1,9,2065.513880176963,25,0.6000542881427979,0,0,0,0,1,0,0,0,0,0
CLI_001168,42,H,marie,2,employe,Autre,222,1335.5572655792298,11775.488505367153,0,3,1,7,1778.136329804891,13,0.7956755607962063,3,1,0,0,0,0,0,0,0,0
CLI_001169,36,H,marie,1,cadre,HDF,54,2587.3674396851497,11746.23075910808,2,2,0,5,487.9212828939288,4,0.6094295547229748,3,2,0,0,0,0,0,0,0,0
CLI_001170,52,H,divorce,4,employe,IDF,75,2860.142169436417,57200.34946892655,1,2,1,13,1449.7759273442045,48,0.7147599358339423,0,0,0,0,0,0,0,0,0,0
CLI_001171,18,H,celibataire,4,etudiant,ARA,157,727.7234388357393,2763.621886785677,1,3,0,1,1651.4918154779584,24,0.9606679769865837,4,0,0,0,0,0,0,0,0,0
CLI_001172,46,H,divorce,2,cadre,IDF,124,4042.0347928607516,34962.92892798524,0,1,0,3,1451.680104230474,42,0.8165765951199833,0,0,0,0,0,0,0,0,0,0
CLI_001173,43,F,marie,0,retraite,PACA,39,1412.9005550365944,30272.16803656495,0,4,1,1,1333.5261627252098,12,0.6872862535643183,4,0,0,1,0,0,1,0,0,0
CLI_001174,52,H,marie,0,ouvrier,ARA,56,2752.2035500976745,8612.510958615438,2,3,1,54,810.5871217345419,27,1.0323365690203794,1,2,0,0,0,0,0,0,1,0
CLI_001175,64,F,veuf,0,profession_liberale,Occitanie,47,4879.152190971969,38650.64137092315,0,4,0,1,580.0671442551646,54,0.6453255289707651,2,0,0,0,0,0,0,0,0,0
CLI_001176,20,F,celibataire,4,employe,IDF,10,2109.718026967406,17262.6567495598,2,1,0,2,593.0874756037774,4,1.2168208863108576,3,1,0,0,0,0,0,0,0,0
CLI_001177,37,F,marie,3,etudiant,IDF,42,678.7441076129941,6824.277716964293,1,4,1,4,2844.9238037212517,25,0.9814981105375749,3,0,0,0,0,0,1,0,0,0
CLI_001178,18,H,celibataire,4,employe,HDF,72,2238.1689591636396,49708.650683372915,2,5,1,1,1631.2386850752341,21,0.880189316036088,1,1,0,0,0,0,0,0,0,0
CLI_001179,38,F,marie,0,employe,PACA,30,3619.508325155594,83594.3826578479,1,2,1,15,0.0,29,0.7475514978492058,0,2,0,0,0,1,0,0,0,1
CLI_001180,54,F,divorce,2,cadre,IDF,49,5637.354175863028,46412.57214811906,0,2,1,4,0.0,27,0.6443675386540063,0,1,0,0,0,1,0,0,0,0
CLI_001181,33,F,celibataire,4,cadre,IDF,239,3786.6662390853226,59104.580034387494,0,3,1,4,1970.0401824736093,34,0.7834036989262921,2,1,0,0,0,0,0,0,0,0
CLI_001182,46,F,divorce,1,retraite,ARA,91,1548.7479500814734,8889.216686834121,0,1,1,47,1569.2325075997192,15,0.5878414707744638,3,1,0,0,0,0,0,0,0,0
CLI_001183,22,F,divorce,3,cadre,Autre,89,5522.061476115565,24433.77323418446,0,2,1,29,536.0182519075634,18,0.8358850230268112,0,0,0,0,0,1,0,0,0,0
CLI_001184,30,H,marie,0,ouvrier,IDF,80,1364.7521897044523,1556.2353367990133,1,2,1,11,1440.7285429032072,50,0.6677157582119829,4,1,0,0,0,0,1,0,1,0
CLI_001185,26,F,celibataire,0,cadre,IDF,74,6025.148134747358,73433.7822358094,1,2,1,11,2955.96816846778,33,0.7846875965299216,0,0,0,0,0,0,0,0,0,0
CLI_001186,39,F,marie,0,employe,IDF,41,2980.6759852856385,141686.20339032606,0,2,1,39,2148.073387022983,22,0.4083933065698441,4,0,0,0,0,0,0,0,0,0
CLI_001187,62,H,marie,1,ouvrier,Occitanie,130,188.65434424118544,1495.4943297552368,1,3,1,12,804.0056051692558,61,0.5431395104073653,1,2,1,0,0,0,0,0,0,0
CLI_001188,26,H,celibataire,0,profession_liberale,IDF,37,4777.560004751962,146336.6582270265,1,5,1,1,1798.3964476393191,26,0.5624335629089007,1,1,0,1,0,0,1,0,0,0
CLI_001189,49,H,divorce,2,ouvrier,Autre,113,1649.262635417585,5801.563825323545,2,2,0,0,436.3616613818424,47,0.7290280916701668,3,0,0,0,0,0,0,1,0,0
CLI_001190,49,H,marie,0,ouvrier,IDF,116,3621.4987121544486,39230.5115111856,0,4,1,3,1474.5432128785628,14,0.8179298289426693,1,1,0,0,1,0,0,0,0,0
CLI_001191,40,F,marie,1,employe,Autre,49,1990.4272294569046,5433.343142798102,0,1,0,2,1949.3932228912179,-7,0.6175223389481229,3,0,0,0,1,0,0,0,0,0
CLI_001192,45,H,marie,0,retraite,IDF,98,1792.8421609774375,50082.33121926572,1,2,1,1,1405.0575876786543,3,0.7002206351821372,0,3,0,0,0,1,0,0,0,0
CLI_001193,49,F,divorce,0,profession_liberale,ARA,68,6501.501338313351,648.4920951602593,2,2,1,1,1816.142178605911,28,0.7422366367395327,1,0,0,0,0,0,0,0,0,0
CLI_001194,26,H,marie,0,etudiant,IDF,8,593.3180602671777,5021.170875917017,1,3,0,2,235.5221769242668,0,0.44038314248951566,0,1,0,0,0,0,0,0,0,0
CLI_001195,85,F,marie,1,retraite,Occitanie,78,1647.6214806900853,544.5326908574768,0,3,0,3,1239.713125131244,28,0.5129284224544916,0,0,0,0,0,0,0,0,0,0
CLI_001196,54,F,celibataire,1,etudiant,Autre,29,724.6654079633392,2739.1309717208187,0,3,0,7,759.7153746808812,53,0.782226412769745,0,0,0,0,0,0,0,0,0,0
CLI_001197,26,H,celibataire,0,profession_liberale,Autre,8,6115.885765101234,45505.301154999586,0,2,1,10,2441.4199545291413,21,1.1743845980551086,0,0,0,0,0,0,0,0,0,0
CLI_001198,44,H,marie,3,cadre,Occitanie,52,4146.367461147183,3925.3747776556093,0,3,0,11,1930.8686295008692,14,0.7535158253364773,1,0,0,0,0,0,0,0,0,0
CLI_001199,47,F,celibataire,1,employe,IDF,10,2459.19203657071,21544.200288766635,0,3,0,0,118.24061934265356,52,0.7649133090833131,3,0,0,0,0,0,0,0,0,0
CLI_001200,51,H,marie,2,ouvrier,Occitanie,273,1763.1674373254837,24907.537362826533,1,5,1,0,1089.3843681195156,44,0.5799814711593128,0,0,0,0,0,0,0,0,0,0
CLI_001201,58,H,divorce,0,ouvrier,Autre,71,2482.779190237073,3744.34029410614,0,3,1,11,2379.4983041924615,6,0.8788237038315021,2,1,0,0,0,0,0,1,0,1
CLI_001202,57,H,celibataire,3,ouvrier,Autre,18,1658.3725996553883,18327.202649835945,0,2,1,15,1572.9984030393289,38,0.6661146749740267,2,0,0,0,0,0,0,0,0,0
CLI_001203,52,F,celibataire,2,retraite,IDF,23,1736.1473905209673,13216.330142597286,0,4,1,1,2037.1360451089997,30,0.5600753038417448,2,2,0,0,0,0,0,0,0,0
CLI_001204,64,H,celibataire,1,profession_liberale,ARA,69,6922.736784871546,267106.57074961596,0,1,1,6,840.663043414765,23,0.6633805017176545,0,0,0,0,0,0,0,0,0,0
CLI_001205,33,H,marie,3,retraite,IDF,11,2061.314085140126,12811.806727631532,1,1,0,2,169.6658645075388,25,0.8508211393948533,1,0,0,0,0,0,0,1,0,0
CLI_001206,46,F,divorce,1,employe,HDF,84,1578.1228083974909,3180.816387558742,3,3,1,18,846.1645750336017,20,0.855089545521681,0,3,0,0,0,0,0,0,0,0
CLI_001207,42,H,veuf,0,retraite,IDF,6,1578.7727162086203,1076.048205522103,0,3,1,7,2122.032055200672,28,0.6043085388702106,2,0,0,0,0,0,0,1,0,0
CLI_001208,39,F,celibataire,1,ouvrier,Autre,60,2463.779511016758,63619.74139757062,2,2,1,4,2202.0809933605524,57,0.8576246628974485,0,2,0,0,0,0,1,0,0,0
CLI_001209,39,H,celibataire,2,ouvrier,ARA,154,1595.1062968167353,10144.355746848967,0,2,1,2,913.557390433662,29,0.7664389022872629,0,0,0,0,1,1,0,0,0,0
CLI_001210,53,H,celibataire,2,employe,Autre,8,2368.757412785761,31075.313729104575,0,3,1,28,3260.1508996653192,27,0.6659624591822008,1,0,0,0,0,0,0,0,0,0
CLI_001211,47,H,marie,0,retraite,IDF,25,1762.3450177789239,833.799512943021,0,2,1,3,1798.5362812185933,23,0.6683351636795515,0,2,0,0,0,0,0,1,0,0
CLI_001212,52,F,marie,1,employe,PACA,103,4058.4530636370514,51115.04358222697,1,4,1,11,533.8098181562486,32,1.0396846223771878,0,0,0,0,0,0,0,0,0,0
CLI_001213,18,F,marie,0,profession_liberale,Autre,52,4061.505147567031,986.2901456840539,0,3,1,6,2017.4847357298818,49,0.5776564682784705,0,0,0,0,0,0,0,0,0,0
CLI_001214,41,H,celibataire,3,employe,Autre,14,2803.8645194157148,32066.498044503653,1,2,1,37,743.9707170709951,47,0.49142695987707785,0,0,0,0,0,0,0,0,0,0
CLI_001215,35,H,veuf,0,employe,IDF,51,3758.3671870849566,767.3835994899537,0,2,1,2,368.3018868977358,26,0.8726077984143595,0,0,0,0,0,0,0,0,0,0
CLI_001216,68,H,marie,2,retraite,Occitanie,24,1101.4289154274793,14849.17573306981,0,5,1,0,2198.36153564162,35,0.967816345916442,2,0,0,0,0,0,0,0,0,0
CLI_001217,36,F,celibataire,0,etudiant,HDF,45,987.5703673073951,193.51482730348116,0,2,1,9,1608.445877222535,45,0.8106162999215579,0,2,0,0,0,0,0,0,0,0
CLI_001218,36,F,celibataire,2,cadre,Autre,107,3659.6673020555704,87162.80137592019,3,1,1,2,2734.4964256224553,33,0.9325207760886657,0,1,0,0,0,0,0,0,0,0
CLI_001219,66,H,celibataire,1,profession_liberale,Autre,13,4564.025190553384,102065.15106521966,0,3,1,2,1934.9252439935785,42,0.9118507115065073,0,2,0,0,0,0,0,0,0,0
CLI_001220,55,H,celibataire,2,retraite,IDF,33,2649.170974218329,25597.01713218705,2,3,1,7,776.7547089765496,7,0.8263603170494649,1,1,0,0,0,0,0,0,0,0
CLI_001221,48,H,marie,2,cadre,Autre,52,4304.623965380018,16551.778258589136,3,3,1,0,2109.071817591716,17,0.5823353047485047,0,0,0,0,0,0,0,0,0,0
CLI_001222,57,H,divorce,3,cadre,Autre,86,1980.9203114889451,1932.232829879313,1,4,1,65,154.28953007260412,7,0.5768229260037545,1,0,1,0,0,0,0,0,1,0
CLI_001223,47,H,marie,0,employe,ARA,81,3085.4176319509697,1096.0983066764118,0,1,1,1,10.010268112663923,17,0.8977411699585286,1,0,1,0,0,0,0,0,0,0
CLI_001224,41,F,celibataire,1,employe,Autre,42,3984.2719831778504,12213.09780040616,1,2,1,5,327.5604288269982,17,0.6183903753781169,0,0,0,1,0,0,0,0,0,0
CLI_001225,37,H,marie,2,ouvrier,ARA,40,2388.782770162463,16174.293941910262,1,1,0,3,820.5057475981919,21,0.6569889231517664,1,0,0,0,0,0,0,1,0,0
CLI_001226,38,H,marie,3,etudiant,IDF,48,807.8801409325151,9924.291489039097,1,1,1,18,2405.417911660232,35,0.7886472396242217,1,0,0,0,0,0,0,0,0,0
CLI_001227,23,F,celibataire,3,employe,PACA,27,3018.3831734730034,4677.580492228164,1,1,1,10,1911.7127751301161,16,0.5959393287510906,5,1,1,0,0,0,0,0,0,0
CLI_001228,71,H,divorce,2,ouvrier,IDF,17,1197.7886205753623,19534.405238079584,0,2,1,19,1310.1975415334973,31,0.7845000332129402,3,0,0,0,0,0,0,0,0,0
